Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2455721.634,-10546.094,2.777,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.46285204,0.000719561,11.16080337,0.115475047,119.0,90.0004,,11.8275912
2455721.681,-10634.189,2.927,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.465729783,0.000777203,11.1533918,0.115901589,109.2,90.0004,,11.72172238
2455721.682,-10645.573,3.083,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.463484335,0.000863522,11.14713725,0.118760851,98.6,90.0004,,11.71817259
2455722.62,-10582.605,2.652,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.462105597,0.000628434,11.15657304,0.117324746,132.3,180.0003,,11.39126771
2455722.622,-10568.172,2.665,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.460974948,0.000630785,11.16408024,0.10929722,131.2,180.0003,,11.38662867
2455722.742,-10140.84,2.536,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.462371434,0.000615847,11.17154702,0.112702107,138.4,180.0004,,11.09102988
2455722.745,-10129.29,2.36,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.461501582,0.000511436,11.17137896,0.110166434,165.2,180.0002,,11.08404657
2455722.807,-9824.117,2.335,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.459832924,0.000534836,11.18016541,0.108654774,162.7,180.0005,,10.90631397
2455722.81,-9815.621,2.218,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.459244357,0.000444673,11.19126808,0.115764499,193.4,180.0002,,10.89980721
2455722.89,-9343.936,2.378,La Silla Observatory,HD173282,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.459410346,0.000532835,11.17397317,0.119293687,161.7,150.0003,,10.69834961
