Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453314.781,19375.522,1.336,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.500905044,0.001211107,10.58180718,-0.019226121,105.0,1200.0012,,0.271096772
2453320.843,19290.764,1.307,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.416757455,0.001140466,10.20159255,0.025585672,107.1,1200.0026,,-0.470278833
2453366.756,19264.934,1.27,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.531726492,0.001315839,10.44210433,0.087480795,96.2,1199.9952,,-4.750626352
2453370.69,19331.196,1.409,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.571368691,0.001443549,10.52269338,0.01351467,91.7,1199.9957,,-4.947423293
2453403.6,19494.397,1.496,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.515479026,0.001542036,10.59925162,-0.064917798,82.2,1200.0019,,-6.122791564
2453407.554,19321.319,3.193,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.420392762,0.003322542,10.2954691,0.037754246,36.7,1199.9828,,-6.085606384
2453409.631,19184.397,1.324,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.655337771,0.001499688,10.5277641,0.153732932,89.5,1200.0007,,-6.181609898
2453432.549,19245.845,1.384,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.584025637,0.001388126,10.49695409,0.101132052,94.5,1200.0012,,-5.560520167
2453636.908,19378.918,1.901,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.475561359,0.001740657,10.32504961,-0.001174802,72.4,1200.0014,,4.210956264
2453688.693,19348.485,1.274,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.49282169,0.001100278,10.37079795,0.011861005,117.0,1200.0029,,-0.551494095
2453689.683,19438.67,1.27,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.534814878,0.001113308,10.32255607,-0.054936977,117.6,1200.0008,,-0.645444783
2453730.667,19410.855,1.273,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.551978228,0.001119541,10.48132866,-0.053708114,118.3,1200.0004,,-4.546439828
2453731.663,19301.86,1.245,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.454549774,0.001007132,10.41478872,0.088429401,126.1,1200.0017,,-4.614531494
2453732.631,19346.775,1.047,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.431633799,0.001085525,10.34791521,-0.029108978,116.2,1199.9995,,-4.641900744
2453766.669,19370.788,1.38,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.490300767,0.001370522,10.28567093,-0.012338277,93.4,1200.0021,,-6.179250306
2456982.696,19970.697,1.691,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.768340638,0.00210854,6.124125965,-0.113057207,70.1,1000.0012,,-1.271602359
2457333.79,19838.49,4.201,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.779445113,0.001538547,6.135741699,-0.01605325,101.3,899.9983,,0.130057317
2457333.801,19854.624,4.136,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.771470423,0.001491011,6.164008875,-0.050283739,104.9,899.9983,,0.114081655
2457344.77,19800.685,4.415,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.615711594,0.001546521,6.077086338,-0.014482558,94.5,899.9983,,-1.037270858
2457344.781,19806.21,4.599,"La Silla Observatory, Chile",HIP23309,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,1.609924961,0.001624071,6.082547381,-0.010465674,89.3,899.9983,,-1.053121186
