Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453334.707,1158.612,1.767,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.47589545,0.001284277,276.7845279,0.0,74.8,70.0001,,15.46260621
2453334.708,1492.219,1.815,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.475707698,0.001402835,302.9753877,0.0,69.6,69.9997,,15.46222014
2453334.709,1913.192,1.84,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.474139303,0.001393806,287.8971382,0.0,68.6,70.0,,15.46185235
2453334.71,1965.807,1.598,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.470033006,0.000946576,328.097871,0.0,97.1,70.0008,,15.46143234
2453334.711,2025.555,1.574,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.469577363,0.000913268,295.2683177,0.0,101.3,69.9998,,15.46102815
2453334.712,1870.347,1.56,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.472110389,0.000891645,290.2264061,0.0,103.5,70.0009,,15.46059226
2453334.714,1395.548,1.587,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.477662458,0.000936302,299.7548099,0.0,99.5,70.0003,,15.46014288
2453334.715,1350.209,1.638,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.47726525,0.001024317,289.5725569,0.0,91.3,69.9997,,15.45968858
2453334.716,1408.553,1.582,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.473747014,0.000928759,285.2735315,0.0,100.2,70.0001,,15.4592306
2453334.717,1894.364,1.578,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.47441049,0.000913644,303.8474804,0.0,101.1,70.0009,,15.45874195
2453463.608,3726.067,1.525,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.470487776,0.000625521,391.7053173,0.0,147.2,174.9994,,-5.092759555
2453463.611,3291.054,1.483,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.469809845,0.000582219,392.65221,0.0,158.9,175.0,,-5.097323451
2453463.613,3060.26,1.539,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.470963418,0.00064056,395.9534217,0.0,143.8,174.9952,,-5.101898388
2453463.615,3399.284,1.539,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.470736969,0.000642095,401.3579237,0.0,143.3,174.9951,,-5.106390196
2453715.675,964.612,1.446,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.47064379,0.000585949,323.5043215,0.0,162.0,174.9999,,16.45093285
2453715.678,849.415,1.374,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.472362452,0.000513835,323.0741734,0.0,180.9,175.0028,,16.44971882
2453715.68,351.646,1.383,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.474698921,0.000525323,282.0871209,0.0,177.0,174.9991,,16.44840215
2454222.628,7725.236,1.532,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.466529975,0.000644347,529.8951471,0.0,145.0,174.9964,,-11.67389003
2454222.63,8120.134,1.53,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.470523349,0.000645342,515.8366752,0.0,145.8,174.9963,,-11.67693637
2454222.632,6512.333,1.539,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.468235068,0.000654622,513.2294101,0.0,143.0,174.9965,,-11.67990341
2454222.635,6031.692,1.508,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.466915057,0.000622328,502.396102,0.0,149.6,174.997,,-11.68279898
2454223.657,1135.002,1.654,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.473182776,0.000794343,413.1980054,0.0,120.0,174.9953,,-11.8910337
2454223.659,1251.063,1.535,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.470750273,0.000652749,416.8660683,0.0,145.7,174.9952,,-11.89338998
2454223.662,984.24,1.593,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.469375752,0.000718079,461.9503086,0.0,131.4,174.9948,,-11.89567869
2454223.664,961.362,1.584,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.47186704,0.000707157,420.7164949,0.0,134.6,174.9949,,-11.89790564
2454224.589,995.676,1.548,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.475814163,0.000663454,323.2697589,0.0,144.0,174.995,,-11.98588032
2454224.591,1229.256,1.506,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.472106146,0.000615796,322.9630036,0.0,154.6,174.9991,,-11.98940206
2454224.593,628.515,1.511,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.474311988,0.000621915,301.641041,0.0,153.4,174.9992,,-11.99292129
2454224.596,645.026,1.507,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.475012865,0.000617971,326.4659019,0.0,154.6,174.999,,-11.99646237
2454543.56,-212.04,1.514,"La Silla Observatory, Chile",HD83368,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.472920726,0.000618255,540.0119172,0.0,154.5,175.0,,-0.677214003
