Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2452988.678,45.768,3.204,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.97198799,0.005104359,3.054455825,-0.01370937,15.4,899.9959,,-19.06564681
2452996.611,54.428,2.795,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.975899864,0.004995425,3.042765897,-0.002318915,15.5,899.9958,,-21.40459425
2453338.67,46.699,3.292,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.973223082,0.004090679,3.035884154,-0.013623149,19.8,899.9832,,-13.32592265
2454078.628,-99.752,2.075,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.959305107,0.00408963,3.05539223,-0.015075732,20.6,900.0001,,-16.91366508
2454731.814,135.922,1.869,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.937084302,0.003605977,3.058117447,-0.005785415,23.6,900.0,,15.83356616
2454753.801,21.206,2.102,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.988658718,0.004465058,3.054894847,-0.000906429,19.5,900.0,,6.976904631
2454759.704,-8.179,1.807,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.956223286,0.00365498,3.063803149,-0.024813086,23.5,900.0,,4.589878789
2454778.702,-28.57,1.501,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.967632602,0.003179518,3.051634939,-0.021219215,27.8,900.0,,-4.185565388
2455880.639,-5.515,1.991,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.921854206,0.003706187,3.060036712,-0.010440908,22.6,900.0052,,-6.823109999
2455893.628,-191.241,3.117,"La Silla Observatory, Chile",GJ3189,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.940936926,0.00440612,3.059255375,-0.016972597,19.3,900.0053,,-12.48810914
