Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453363.834,-27.366,2.466,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.473043431,0.001472628,9.702671427,0.0256486,53.9,100.8958,,21.34540625
2453364.785,-2.646,2.261,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.464599846,0.001335831,9.731033147,0.005742444,58.6,101.3944,,21.29791422
2453365.786,-18.804,2.539,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.464830036,0.001497001,9.710923717,0.006904449,52.6,101.6013,,21.13167414
2453491.561,16.063,2.932,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.477639419,0.001781988,9.732110584,0.009011244,45.4,101.3766,,-19.38572822
2454058.831,-32.449,2.781,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.483318036,0.001646682,9.786957596,0.064888032,49.5,87.0031,,22.52300674
2454076.797,17.467,4.128,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.475795358,0.002470931,9.779653503,-0.002947062,33.8,86.9993,,23.10612161
2454098.74,-23.136,2.962,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.480844108,0.001755518,9.733408211,0.019563154,46.6,87.0,,20.79776292
2454103.807,24.756,3.857,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.480003892,0.002385031,9.717797243,-0.029746522,35.5,87.0017,,19.64175027
2454112.814,23.214,3.727,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.490183322,0.002395498,9.789413623,-0.004084528,36.3,87.0008,,17.45001186
2454124.687,8.701,2.419,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.472957412,0.001450709,9.707897962,0.012222627,56.0,87.0007,,14.16576926
2454125.777,-11.522,2.835,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.472049821,0.001693283,9.764076161,0.037702421,48.4,87.0003,,13.61377512
2454133.809,6.629,2.657,La Silla Observatory,HD84273,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.473713043,0.001572721,9.717048738,0.007523577,51.8,87.001,,10.76857412
