Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2454942.507,877.367,6.946,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.568723359,0.00024723,15.49948297,3.356001739,418.3,226.0,,-1.32187697
2454942.51,905.234,5.093,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.569431502,0.000268838,14.35534708,1.037591789,386.2,226.0,,-1.326900005
2454942.513,879.921,7.03,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.568913317,0.000255557,16.26867673,2.775557688,403.6,226.0,,-1.332046518
2454942.516,912.062,5.154,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.57019566,0.000259482,18.29223023,2.553998288,398.4,226.0,,-1.337318701
2454942.619,683.512,5.374,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.572139352,0.000289429,13.68981724,0.809151871,362.1,226.0,,-1.551839194
2454942.622,689.701,5.536,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.573000865,0.00029745,15.68502081,-117.7927837,353.6,226.0,,-1.558737643
2454942.625,674.161,5.539,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.572269174,0.000297991,122.330224,-24.83211029,353.8,226.0,,-1.565842657
2454942.628,684.865,5.643,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.572651771,0.000307842,79.02664054,0.0,342.6,226.0,,-1.572858045
2454942.671,605.921,5.155,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.57076764,0.000267912,18.1181615,-1.52347999,392.6,226.0,,-1.673239517
2454942.674,575.913,7.067,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.571425783,0.000263539,19.03006534,-0.815017749,400.5,226.0,,-1.68022117
2454942.677,554.304,7.153,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.571374104,0.000258701,20.80556993,-0.211829819,408.2,226.0,,-1.687278804
2454942.68,542.395,7.232,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.570508471,0.000257592,21.25247132,0.473331013,410.8,226.0,,-1.694142936
2454944.608,479.613,5.086,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.570652884,0.000278895,281.6841923,0.0,375.1,226.0,,-2.379893598
2454944.611,589.704,5.277,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.570434593,0.00028223,37.00842023,-211.2118681,370.3,226.0,,-2.386784047
2454944.614,521.749,5.14,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.57094667,0.000293247,25.94288898,-3.342237937,358.5,226.0,,-2.393869218
2454944.617,537.177,5.105,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.571113309,0.000283006,31.89974657,3.732835436,371.8,226.0,,-2.400960027
2454944.621,386.934,5.169,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.572256607,0.000292697,34.55076139,-13.88070965,359.9,226.0,,-2.410380036
2454944.624,375.961,5.197,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.571353996,0.000299046,34.19132526,0.0,351.0,226.0,,-2.417376945
2454944.627,424.533,5.035,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.571883514,0.000296692,392.5200748,0.0,354.4,226.0,,-2.424633255
2454944.63,513.905,5.073,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.572334467,0.000286925,34.89569756,-48.49490607,365.4,226.0,,-2.431534081
2454944.634,427.1,5.035,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.573637984,0.000294077,18.03306949,-1.780459448,357.1,226.0,,-2.440112117
2454944.637,420.26,5.218,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.573342641,0.000300539,31.93212732,-4.541709594,349.2,226.0,,-2.446993805
2454944.64,333.641,5.041,La Silla Observatory,HD109536,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.57303084,0.000293861,23.94172407,0.232266592,356.8,226.0,,-2.454214223
