Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453017.853,12864.378,1.17,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406893124,0.0006121,6.930221206,-0.011945887,120.2,169.3018,,23.83716477
2453053.851,12855.355,1.07,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404561535,0.000673266,6.9327514,-0.012522339,110.8,136.5971,,13.6967839
2453154.573,12860.694,1.133,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.400896591,0.000409447,6.941294689,-0.012882205,168.2,528.4008,,-22.81032717
2453343.864,12858.437,1.049,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406355104,0.000322227,6.934372468,-0.014076419,220.7,420.0018,,24.33787436
2453343.869,12856.578,1.04,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407401943,0.000296826,6.931803287,-0.01114181,240.1,420.0021,,24.3285184
2453412.782,12858.328,0.863,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.399813077,0.000380759,6.929928469,-0.010547897,188.8,412.3007,,16.14495995
2454169.636,12865.683,0.854,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404421289,0.000257264,6.936305895,-0.010123385,284.6,449.9946,,5.950046173
2454169.641,12862.846,0.845,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404082686,0.000225134,6.934292587,-0.011721592,325.3,449.9949,,5.937204221
2454521.749,12857.354,0.767,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405431734,0.000191914,6.940404895,-0.012979194,384.1,900.0,,11.22524541
2454522.792,12856.757,0.775,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406143914,0.000294485,6.941976503,-0.01066224,248.4,450.0,,10.71434216
2454522.797,12857.262,0.775,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406196584,0.000295542,6.942236424,-0.011988971,247.7,450.0,,10.7010622
2454524.744,12853.954,0.878,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.401442649,0.000266725,6.939717548,-0.012397457,276.5,450.0,,10.01871783
2454524.75,12853.578,0.877,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.402033191,0.000266173,6.939812241,-0.013298777,277.5,450.0,,10.00404603
2454525.795,12855.786,1.034,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405816827,0.000241852,6.936874179,-0.012712986,304.3,450.0,,9.479400038
2454525.8,12856.093,1.035,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406368162,0.000244908,6.938125775,-0.011264423,300.3,450.0,,9.466387463
2454526.716,12857.427,0.936,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405787386,0.00017166,6.94062523,-0.011347988,430.9,900.0,,9.265965205
2454527.711,12861.05,1.046,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406758822,0.000295118,6.937174475,-0.012298495,252.2,450.0,,8.85914861
2454527.717,12859.773,1.042,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407079789,0.000277446,6.936885319,-0.009261721,267.3,450.0,,8.844239827
2454528.701,12861.181,1.048,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406190917,0.000304491,6.937532119,-0.012045492,243.7,450.0,,8.463847736
2454528.707,12860.624,1.042,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405829882,0.000284514,6.935429138,-0.00924202,261.1,450.0,,8.449610616
2454529.707,12859.776,1.017,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405356203,0.000169181,6.936990218,-0.009932398,437.0,900.0,,8.024674256
2454530.74,12858.473,0.671,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.40442956,0.000166313,6.937586339,-0.011517029,444.5,900.0,,7.511322147
2454547.697,12857.706,0.66,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404569492,0.000188942,6.940435493,-0.012022513,390.2,900.0,,0.189292083
2454548.72,12856.568,0.899,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405356285,0.00024895,6.939692462,-0.012064481,300.8,800.0,,-0.307544251
2454549.655,12856.773,0.854,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404054371,0.000364949,6.939636119,-0.014129764,202.0,800.0,,-0.574522268
2454552.681,12860.591,0.663,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.403894571,0.000247846,6.93981799,-0.014166057,297.1,800.0,,-1.954965603
2454553.67,12861.596,0.927,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404749571,0.000414046,6.93648574,-0.01197059,178.0,200.0,,-2.363088168
2454553.673,12860.988,0.922,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404129594,0.000407414,6.935299876,-0.011668189,181.2,200.0,,-2.370103381
2454553.675,12861.995,0.92,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.403570063,0.000400336,6.935741865,-0.013862755,183.7,200.0,,-2.377013293
2454553.678,12861.227,0.926,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404309435,0.000411684,6.935939868,-0.015111834,178.7,200.0,,-2.384083554
2454554.683,12860.954,0.791,"La Silla Observatory, Chile",HD96700,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.40473691,0.000315943,6.938731072,-0.011298414,235.8,400.0,,-2.832604361
