Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2454045.753,-6.878,1.321,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.410188354,0.000991963,8.392296302,-0.143203458,71.3,150.0019,,-5.08551446
2454370.8,1.194,1.164,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.411045326,0.000773808,8.131161659,0.054829935,89.7,149.9973,,-4.167546814
2454684.908,22.751,1.54,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.411172829,0.001165155,8.133712919,0.053859981,60.2,45.0,,-0.491587106
2454685.836,1.529,1.8,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.410871546,0.001433092,8.133637326,0.053569253,49.8,45.0,,-0.537337469
2454786.675,-2.901,1.271,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.410738615,0.000903024,8.138435973,0.058636463,77.9,150.0,,-4.881005533
2454788.78,-12.701,1.021,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.410686303,0.000592786,8.122559405,0.057945978,119.1,150.0,,-4.907358633
2454892.583,3.597,1.258,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.40965478,0.000882959,8.137343159,0.056514803,80.5,150.0,,2.668969732
2454894.545,7.01,1.223,"La Silla Observatory, Chile",HD29751,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.410802906,0.000851546,8.129216105,0.059214028,83.7,150.0,,2.829186766
