Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2458591.598,-0.46,0.51,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458594.646,-3.85,0.74,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458595.582,-1.57,0.9,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458597.563,-3.45,1.42,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458619.495,-2.25,0.84,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458912.636,5.38,0.82,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458914.598,-1.49,0.93,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458915.598,1.97,0.66,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458916.656,0.44,0.62,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458919.551,5.1,0.92,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458921.58,1.62,0.54,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458922.56,2.26,0.65,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458923.575,3.64,0.61,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
2458925.579,-3.23,0.53,,TOI175,, Teske et al. 2021(ApJS 256 33),PFS2,, MTS,,,,,,,,
