Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453889.654,-18343.916,1.503,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.412098625,0.001173369,7.8513302,-0.01017158,63.9,299.9992,,-16.16816808
2453918.592,-18345.621,1.824,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.411377172,0.001604868,7.854402993,-0.008276672,47.9,138.6997,,-25.81146935
2453945.509,-18321.719,0.983,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.411864173,0.000875502,7.85675672,0.00286357,86.1,239.9998,,-29.40830939
2453974.489,-18320.663,1.934,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.410320547,0.001601192,7.857053951,-0.004066912,47.6,92.5019,,-26.82687274
2453974.491,-18324.771,1.858,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413502744,0.001544198,7.844822691,-0.011641174,49.3,92.5008,,-26.82903007
2453974.492,-18328.787,1.893,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413657405,0.001580637,7.849660113,0.001647093,48.4,92.4999,,-26.83121736
2453974.494,-18323.583,1.995,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415591506,0.001650766,7.852982866,0.00125139,46.5,92.499,,-26.83330945
2453974.495,-18323.21,1.83,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413354602,0.001518471,7.845121131,-0.013736467,50.0,92.5017,,-26.83543491
2453974.497,-18314.939,1.908,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414833711,0.001601964,7.854662932,-0.02031974,47.9,92.5007,,-26.83749717
2453975.462,-18331.514,1.615,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.416061442,0.001337631,7.859181235,-0.018080452,56.9,117.6995,,-26.57151744
2453979.492,-18315.638,1.573,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.410899155,0.0013804,7.858450432,-0.007973569,54.4,117.0986,,-25.69305025
2453981.472,-18324.705,1.239,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.412115239,0.000879918,7.849906219,-0.003885871,85.0,185.0015,,-25.16066057
2453982.475,-18321.202,1.877,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414316118,0.001449822,7.851484525,-0.002162535,51.5,92.4999,,-24.90071851
2454166.847,-18231.899,1.771,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.412925714,0.001400575,7.85477745,-0.013050759,54.6,92.4956,,24.00923276
2454168.846,-18224.588,1.621,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.408698452,0.001295945,7.854571088,-0.005781447,59.4,92.4957,,23.3552659
2454170.814,-18219.25,1.533,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.412529375,0.001309392,7.861546442,-0.001873158,58.8,92.4952,,22.76392978
2454172.831,-18216.82,1.612,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414967842,0.001287518,7.859689711,0.000216798,59.9,92.4957,,22.00461497
2454174.806,-18217.724,1.563,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414474599,0.00141079,7.854409725,-0.004767727,55.7,92.5001,,21.33827032
2454196.793,-18208.523,1.37,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.412119743,0.001015827,7.867214879,0.003369286,75.9,277.3996,,11.85677183
2454231.696,-18166.123,2.818,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.421242806,0.002355342,7.865810181,-0.002796941,34.5,100.0004,,-5.449319902
2454254.624,-18153.995,3.245,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414585987,0.002680555,7.846667581,0.008788714,30.7,119.9968,,-15.94893355
2454259.616,-18144.142,2.745,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.417720041,0.002291419,7.895897115,-0.001743108,35.4,89.9998,,-17.97548433
2454320.477,-18085.42,1.578,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415508905,0.001215074,7.851802854,-0.016496493,62.7,92.4996,,-29.25454937
2454540.778,-18198.582,2.771,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414435489,0.002312542,7.843135913,-0.011884275,35.4,92.5,,21.11627591
2454553.817,-18194.941,1.527,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.41091891,0.001339653,7.854885819,0.000620079,58.7,120.0,,15.62228872
2454558.76,-18188.395,2.259,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.41480813,0.001915169,7.851069681,-0.013321646,42.2,92.5,,13.50389043
2454567.759,-18178.818,1.491,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.411834309,0.001465419,7.855331586,-0.003689074,54.2,92.0,,9.155468762
2454582.601,-18179.956,2.141,"La Silla Observatory, Chile",HD125612B,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.411894997,0.001776263,7.863824772,-0.018161109,44.6,92.5,,2.048331714
