Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453342.61,-0.528,1.166,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.441334304,0.000975336,6.876692797,-0.04020762,76.4,299.9763,,-26.93447431
2453862.933,-4.116,1.964,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.447424973,0.002089965,6.886262965,-0.039106847,38.4,150.6999,,22.81391038
2454757.76,2.18,1.247,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.444059057,0.001288875,6.90686089,-0.033842452,60.9,224.8,,-17.18892784
2456099.937,-10.636,1.777,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.448833998,0.001989837,6.88273367,-0.039963371,41.5,300.0,,25.30006782
2456471.949,-0.862,1.55,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.449241091,0.001700052,6.902482401,-0.034387392,49.3,600.0013,,24.34975662
2456517.874,3.968,1.825,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.450805394,0.001907395,6.913491247,-0.033369339,43.2,422.6209,,10.96004191
2456627.633,-0.607,1.293,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.44669894,0.001351615,6.913346411,-0.035766288,59.8,300.0008,,-26.84654462
2456912.732,3.004,1.009,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.4447981,0.000723974,6.939049968,-0.02840623,108.7,900.0011,,-1.688461084
2457372.574,0.628,1.115,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.451023579,0.001684509,6.93708339,-0.020545376,49.0,139.8883,,-26.8398084
2458034.717,-1.089,1.036,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.443989891,0.000891033,6.925081214,-0.023590629,91.3,729.6182,,-13.13594413
2458111.559,1.45,1.687,La Silla Observatory,HD224433,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.449902452,0.001907059,6.913464471,-0.03797062,41.6,179.9982,,-26.07016958
