Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453501.779,0.016,1.102,La Silla Observatory,HD160013,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.460279915,0.001150722,6.920521056,-0.025590291,66.8,900.001,,11.6566241
2453502.8,-1.52,0.596,La Silla Observatory,HD160013,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.461561366,0.000460258,6.909816136,-0.027940573,168.0,899.9997,,11.27906827
2453503.79,0.343,0.628,La Silla Observatory,HD160013,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.460072078,0.000559515,6.9115728,-0.02295519,137.7,900.0012,,10.98311395
2453504.788,-0.939,1.316,La Silla Observatory,HD160013,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.457828926,0.001397171,6.924068583,-0.020292213,54.8,180.0021,,10.66084706
2453506.874,2.615,2.351,La Silla Observatory,HD160013,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.462102002,0.002405567,6.916789881,-0.045405446,32.0,180.0015,,9.778826781
2453508.856,5.97,3.086,La Silla Observatory,HD160013,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.471101376,0.003300025,6.906707992,-0.038401181,24.6,180.0021,,9.15300831
2453509.73,4.644,1.281,La Silla Observatory,HD160013,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.462064201,0.001382175,6.919110678,-0.03592031,55.2,180.0018,,9.151005353
