Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2455850.769,-14.315,1.181,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423958393,0.000680558,6.945504991,-0.021929901,111.5,900.0059,,6.038884753
2455851.761,-13.595,1.125,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.424229497,0.000689033,6.957363053,-0.022273518,110.4,900.0057,,5.552505855
2455852.754,-16.011,1.247,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425062618,0.000826788,6.953589193,-0.019025633,93.0,900.0059,,5.063869755
2456164.896,-11.82,1.18,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425099807,0.00069184,6.958100583,-0.016481982,111.4,900.0003,,25.94451103
2456165.901,-16.723,1.118,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428981241,0.000650655,6.958741707,-0.016126994,118.9,900.0002,,25.68923958
2456299.543,-21.754,0.911,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426944816,0.000652317,6.952849839,-0.019763938,116.7,900.0009,,-28.82433727
2456300.528,-19.772,0.878,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426454602,0.000571959,6.954856183,-0.02006268,133.0,900.0011,,-28.9595367
2456486.945,-6.374,0.887,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429024296,0.000556923,6.960182567,-0.017910677,137.8,899.9998,,28.52751387
2456487.943,-8.39,0.797,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425997105,0.000505298,6.963694156,-0.019960037,153.4,900.0006,,28.64051312
2456489.951,-5.837,0.803,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428748288,0.000536721,6.9703688,-0.0140771,143.3,900.0008,,28.81432658
2456490.92,-7.993,0.804,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.42763965,0.000567056,6.968589672,-0.011485483,135.9,899.9996,,28.96868545
2456558.81,-5.028,0.851,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.430056629,0.00048855,6.967491205,-0.016073049,158.7,900.0006,,16.55177296
2456559.827,-2.676,0.888,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.431710892,0.000521606,6.973287435,-0.016884973,148.9,900.001,,16.07946774
2456560.819,-0.963,0.832,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429772249,0.000481457,6.975332466,-0.016251859,159.5,899.9942,,15.6728589
2456637.611,-13.676,0.845,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428980182,0.000593894,6.964257778,-0.021318027,129.3,900.0007,,-21.18701975
2456638.602,-12.667,0.817,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426500146,0.000547972,6.962833606,-0.017675521,141.8,900.0008,,-21.54302025
2456641.578,-3.531,0.882,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.424546242,0.000591422,6.967318873,-0.017968693,129.2,900.0001,,-22.58231658
2456643.613,-10.403,1.0,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425320978,0.00073419,6.977999602,-0.012128146,106.1,900.0011,,-23.3830536
2456709.509,-15.179,0.975,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.427832473,0.000683541,6.968306806,-0.012145754,111.3,900.0015,,-27.3130026
2456710.501,-17.446,1.11,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425198452,0.000768281,6.970142377,-0.014150749,98.2,900.0007,,-27.06805938
2456711.5,-18.11,1.192,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425705344,0.000823579,6.96161133,-0.018427493,91.5,900.0029,,-26.82521223
2456850.951,-7.369,1.214,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423962322,0.000850642,6.964141163,-0.016519168,90.2,900.0007,,28.34252237
2456851.937,-18.796,0.938,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423554155,0.000610829,6.946278619,-0.020041763,125.0,900.0006,,28.49723344
2456852.943,-17.933,1.108,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.422501286,0.000780267,6.94683252,-0.013918499,99.7,900.0014,,28.5966555
2456855.944,-16.296,1.131,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.424127028,0.000809077,6.9348181,-0.021389054,95.5,900.0006,,28.88781908
2456856.937,-17.309,1.221,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.422447215,0.00081173,6.942008755,-0.021766848,94.1,900.0011,,28.98878096
2456906.867,-14.474,1.158,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425249672,0.000810026,6.953774234,-0.018668298,94.7,900.0014,,22.82829332
2456907.877,-17.507,0.915,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426314374,0.000600875,6.956575865,-0.018044218,128.4,900.0013,,22.4766558
2456960.705,-13.367,0.923,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.422005317,0.00053897,6.958634734,-0.023970362,143.3,900.001,,-1.184448039
2456961.698,-8.71,1.107,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.422619896,0.000599878,6.95462743,-0.022088968,128.1,900.0006,,-1.689620866
2456963.674,-12.51,1.063,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.419521291,0.00053345,6.954006876,-0.014036943,143.8,900.0016,,-2.667658477
2456965.665,-20.421,0.986,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.419375971,0.000481248,6.946652715,-0.014493654,159.3,900.0,,-3.684523924
2456965.712,-20.319,0.96,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.421573566,0.000445935,6.951551432,-0.016103288,173.5,900.0017,,-3.826195768
2456966.679,-21.105,1.056,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.421613837,0.000707534,6.947709502,-0.01750304,108.7,900.0008,,-4.248688576
2457025.528,-26.116,0.914,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.419694037,0.000520552,6.935938387,-0.024621101,149.1,900.001,,-27.89311854
2457026.547,864.771,1.847,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.46342604,0.00062085,6.703620941,-0.031990648,129.0,900.0008,,-28.15211845
2457027.524,868.405,1.96,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.465677132,0.000683314,6.708499014,-0.029563739,116.2,900.0009,,-28.29158601
2457226.874,-18.676,0.765,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426998353,0.000445479,6.951152131,-0.009470494,175.8,899.9983,,29.41048433
2457226.937,884.289,1.794,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.465277851,0.000634241,6.735911062,-0.009731168,127.2,899.9984,,29.26298964
2457227.924,-17.221,0.772,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425631144,0.000569986,6.954357471,-0.012280165,137.6,899.9983,,29.32689859
2457228.908,-16.381,0.65,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426914525,0.000420072,6.953048052,-0.013741865,185.5,899.9983,,29.38828273
2457229.919,-14.961,0.646,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426029164,0.000432558,6.952279528,-0.01287697,180.4,899.9983,,29.37521584
2457230.889,-13.875,0.687,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.427113095,0.000383817,6.958315624,-0.011603354,204.2,899.9983,,29.45427511
2457230.945,-13.636,0.758,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426961524,0.00047871,6.958067538,-0.010514202,162.9,899.9983,,29.31877719
2457232.911,-16.383,1.216,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425190959,0.000824358,6.956185541,-0.008680235,95.8,899.9984,,29.39079687
2457282.839,-14.198,1.125,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426739304,0.000557331,6.959434802,-0.010537577,140.1,899.9983,,19.11019216
2457283.794,-10.992,0.782,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425754121,0.000487085,6.957072376,-0.011260469,159.3,899.9983,,18.84532939
2457283.843,-10.242,0.792,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426846394,0.000489347,6.955752659,-0.013683976,157.8,899.9984,,18.70523912
2457588.921,-1.157,0.994,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426614113,0.00054882,6.981921422,-0.004767191,142.8,899.9983,,29.11594229
2457664.768,3.071,0.803,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.433701891,0.000486804,6.989139039,-0.00086306,161.0,899.9983,,12.08114568
2457763.579,-8.937,0.697,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.431596879,0.000473059,6.971370778,-0.007664638,162.9,899.9983,,-29.38299231
2458045.734,1.525,1.105,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428476121,0.000516599,6.97842902,-0.011248836,151.6,899.9983,,4.360468163
2458047.745,-1.473,1.131,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.434169974,0.000467244,6.992440452,-0.004791519,166.2,899.9983,,3.287087466
2458048.77,-3.415,0.841,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429481027,0.000500289,6.99262146,-0.000702642,153.3,899.9982,,2.691397858
2458049.749,-7.024,1.169,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429852215,0.00051567,6.990591062,-0.002612635,149.4,899.9982,,2.229299747
2458050.717,-6.265,1.153,La Silla Observatory,HD13357,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428743517,0.000517546,6.983642721,-0.0010006,150.8,899.9983,,1.800943404
