Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2454045.527,80.669,1.849,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.437478325,0.001609331,36.71965425,3.119938512,46.1,119.9996,,-22.37921467
2454370.592,-18.583,1.064,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.439651366,0.000656594,7.573618714,0.07724148,111.1,120.0,,-25.0804384
2454371.587,-24.284,1.113,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.43825892,0.000723079,7.578744196,0.080756541,100.0,119.9956,,-25.15522343
2454622.785,-22.132,1.002,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.439492821,0.000544929,7.572942165,0.079110486,135.4,120.0,,12.48697954
2454623.838,-12.56,0.987,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.439499903,0.000507258,7.575744393,0.077777923,144.4,200.0,,12.01020195
2454684.587,-4.522,1.27,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.439777726,0.000947036,7.583998737,0.075760319,77.8,45.0,,-12.48737343
2454684.681,-5.121,1.095,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.438173659,0.000699793,7.573237594,0.07843923,105.0,90.0,,-12.66262961
2454685.553,0.124,1.066,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.437210004,0.000647279,7.588008744,0.078350828,112.5,90.0,,-12.79819806
2454685.621,-5.891,1.115,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.438420049,0.000727519,7.573221253,0.075688956,100.5,90.0,,-12.92149301
2454787.503,45.419,1.505,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.432584348,0.001254108,7.579089621,0.079616867,59.4,45.0,,-19.47196972
2454894.888,83.874,1.466,La Silla Observatory,HD181517,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.443309481,0.001205364,7.586049887,0.074777158,62.2,45.0,,22.09393576
