Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453278.706,-5101.265,3.221,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.773929153,0.000548377,1.732678293,1.094968465,236.1,138.7017,,-10.50659154
2453278.708,-4642.742,3.356,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.773063319,0.00058281,6.656122339,-0.991943141,221.0,138.7008,,-10.51375439
2453278.71,-4421.84,3.946,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.774406002,0.000678629,1.301441907,558.8923469,193.5,138.7011,,-10.51684548
2453278.786,-5136.983,2.66,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.77459607,0.000469776,20.92619234,0.0,275.8,300.001,,-10.70045046
2453278.789,-5230.045,2.832,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.773554007,0.000497586,29.37983727,0.0,258.6,299.9945,,-10.70647419
2453278.793,-4869.378,3.14,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.773740691,0.000547818,63.69132107,60.73012663,235.3,299.9941,,-10.71435267
2453601.756,9340.478,3.542,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.770796248,0.000593327,36.30484725,101.7681264,217.8,138.7003,,8.604493718
2453601.758,10234.733,3.311,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.769703584,0.000559336,30.12992653,-2374.118972,231.8,138.7027,,8.599293808
2453986.804,3526.516,2.183,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.774382527,0.000377622,93.04262632,-29.04176045,347.8,156.9009,,-0.489315833
2453986.806,3544.692,2.349,La Silla Observatory,HD223352,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.773975256,0.000407127,472.1489501,0.0,322.3,156.9006,,-0.494619891
