Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453669.858,27680.337,2.148,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426633518,0.001721175,8.22477007,0.032108226,42.3,747.7019,,23.54872831
2453695.858,27678.777,2.074,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425366874,0.001710068,8.227132182,0.037891912,42.5,600.0015,,19.34352357
2453726.788,27681.763,2.058,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426721172,0.001729302,8.228740194,0.041348011,42.7,600.0006,,9.386975139
2453761.689,27702.966,2.401,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.420665927,0.002008925,8.229136682,0.035274704,37.1,743.7011,,-4.973670967
2453783.597,27707.725,2.115,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.421713585,0.00181459,8.219833457,0.051916653,40.4,900.0011,,-13.25387109
2453812.583,27682.618,2.617,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423702829,0.002099425,8.250010833,0.056223291,34.9,747.7,,-21.20957713
2454050.836,27682.04,2.994,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.421841478,0.00257519,8.21616632,0.046210512,29.9,448.6001,,21.6007738
2454078.749,27688.514,1.916,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425147271,0.001495844,8.273962062,0.031445981,48.7,747.7003,,14.37776849
2454114.622,27683.197,6.455,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.403475945,0.007571201,8.246263729,0.064876835,11.2,499.9998,,0.407186803
2454138.639,27697.413,2.389,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.42018988,0.0019319,8.256278976,0.028142831,38.3,747.6998,,-9.573138088
2454170.561,27687.611,2.134,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.431134145,0.001657823,8.276450758,0.024152979,43.8,747.6958,,-19.60977503
2454424.789,27691.113,2.941,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.427127498,0.002384693,8.244898773,0.039694936,32.2,550.0008,,19.88028945
2454452.771,27694.02,2.936,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429172884,0.002315179,8.267282033,0.027911204,33.0,523.4,,11.1509684
2454482.745,27691.017,2.837,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.418914823,0.002167288,8.273782381,0.034218893,34.6,600.0,,-1.129223931
2454880.643,43500.979,5.884,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.605153676,0.008544593,12.31113838,-1.844531701,13.8,600.0,,-13.82102603
2455099.903,22590.278,6.143,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.605143723,0.010070769,7.857541457,0.506786232,11.9,599.9993,,22.27953689
2455099.912,27198.504,4.622,"La Silla Observatory, Chile",TYC5965-749-1,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.428171477,0.003875586,9.18787122,-0.426734843,20.5,599.9993,,22.26131388
