Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453449.888,-30252.648,2.765,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.445939989,0.002260243,8.022985418,0.037371023,33.5,599.9824,,26.66042396
2453462.851,-30237.452,2.128,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.447271848,0.001762106,8.032874691,0.04354055,41.5,600.0006,,25.38521712
2453499.743,-30220.648,2.911,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.445642169,0.002374447,8.018865707,0.021325427,31.3,599.9833,,15.51146683
2453500.699,-30224.295,2.267,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.439615931,0.001882555,8.019104539,0.043058652,38.7,600.0014,,15.21644598
2453521.694,-30235.559,3.066,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.445211838,0.002387854,8.012626597,0.032600227,30.7,600.0018,,6.621890285
2453921.669,-30403.783,2.514,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.449237511,0.002105875,8.038345945,0.037103518,35.6,302.5016,,-8.681479376
2453950.622,-30388.435,2.155,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.446641446,0.001810928,8.054424345,0.019909609,40.7,725.901,,-19.38510521
2453981.623,-30351.604,2.473,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.448950563,0.002108323,8.055669422,0.044195744,35.9,352.4002,,-25.9622663
2453983.57,-30272.893,6.147,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.422516551,0.00662078,8.129871601,0.104054683,12.6,406.9007,,-26.08938594
2454171.888,-30281.506,1.854,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454460604,0.00169647,8.026021904,0.041409561,44.5,604.8953,,26.83970189
2454194.858,-30259.151,2.356,"La Silla Observatory, Chile",CD-4911404,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453030147,0.001997216,8.027839303,0.033825418,38.0,604.8999,,25.1311222
