Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453464.918,-18.023,1.115,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45342532,0.000366184,9.85895104,-0.07100855,243.2,179.9825,,21.00402491
2453464.92,-30.605,1.111,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453167679,0.000366643,9.854924498,-0.066552712,242.4,179.9822,,21.00026271
2453464.923,-36.425,1.103,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453522525,0.000348071,9.857924669,-0.072046057,256.6,179.9821,,20.99662355
2453581.695,-41.206,1.072,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45734955,0.000320925,9.775342849,-0.085244747,286.7,179.9995,,7.400661254
2453581.697,-70.936,1.081,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.457351951,0.000269907,9.789406179,-0.076942499,339.5,180.0002,,7.393353001
2453581.7,15.598,1.029,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45372341,0.000273683,9.801319226,-0.059308555,334.2,179.9985,,7.386078096
2453582.729,28.277,1.127,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45522545,0.000349905,9.811640382,-0.057663529,257.9,179.999,,6.859677524
2453582.732,-11.058,1.106,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.456660264,0.000348901,9.783557556,-0.069777551,261.8,180.0014,,6.853112815
2453582.734,-80.978,1.235,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.457847185,0.000432642,9.79321151,-0.083110866,212.6,180.0003,,6.845744008
2453583.747,-13.227,1.104,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453960641,0.00035681,9.795429955,-0.071318111,256.6,180.0015,,6.363520083
2453583.75,33.811,1.152,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454035137,0.000361729,9.80025621,-0.071809662,252.6,180.0016,,6.356212658
2453583.752,-50.401,1.107,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454360246,0.000355496,9.789857231,-0.084976264,257.7,180.0015,,6.349283911
2454975.832,88.371,1.086,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454159586,0.000264681,9.689793863,-0.06903001,347.9,400.0,,26.4769274
2454975.837,36.959,1.09,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454669104,0.000223209,9.684012213,-0.074815509,414.4,400.0,,26.46520849
2454976.832,98.795,1.12,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453483614,0.000303365,9.681264643,-0.064092146,307.3,400.0,,26.38969361
2454976.837,41.88,1.134,La Silla Observatory,HD201601A,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454938902,0.00031197,9.675958832,-0.066988953,299.2,400.0,,26.37725944
