Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2456809.942,-1.763,1.049,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407294895,0.000531099,7.410470014,-0.00378124,142.3,600.0009,,28.3476984
2456822.857,-2.365,2.107,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406157291,0.001342679,7.395488391,-0.007013453,58.1,900.0013,,28.11893676
2456823.892,-1.197,1.003,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406983258,0.000479681,7.408401352,-0.005006028,157.9,900.0016,,27.95597691
2456823.943,0.497,1.061,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407521582,0.000532941,7.409111112,-0.008266651,142.1,900.0016,,27.83127733
2456824.922,-0.424,0.959,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.408028255,0.00049655,7.403681071,-0.009183521,154.9,900.0013,,27.7909515
2456825.859,0.13,1.017,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.40835688,0.000510622,7.408096146,-0.006754053,147.8,900.001,,27.8415524
2456828.911,-2.957,0.859,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407999335,0.000484181,7.401260793,-0.008556976,160.0,900.0008,,27.37309172
2456837.904,-1.488,0.815,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407676615,0.00049521,7.404827668,-0.004706987,152.7,900.0019,,25.92452169
2456838.858,-2.737,0.76,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406607499,0.000467218,7.405269348,-0.004732743,162.5,900.0014,,25.84006177
2456838.948,-1.695,0.695,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.408437696,0.000432783,7.408686706,-0.005826863,180.5,900.0013,,25.61002356
2456839.915,-2.264,0.929,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.403709678,0.000604123,7.405358634,-0.003695687,128.6,900.0006,,25.48431917
2456840.91,-2.228,1.082,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.409477253,0.000637598,7.40085051,-0.007555532,118.0,1200.0011,,25.28047674
2456841.854,-0.972,1.065,La Silla Observatory,HD220689,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406245288,0.000547125,7.41182738,-0.007792598,139.1,900.0011,,25.2015428
