Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2452987.82,60300.59,1.051,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.398285126,0.000610882,7.582625038,0.004359529,116.9,268.6964,,20.80480153
2453035.71,60301.156,1.08,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.400197045,0.000383027,7.585663667,0.005426005,184.8,666.1008,,0.224550472
2453049.654,60300.66,0.598,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.403510158,0.000295891,7.594302432,0.007231712,240.2,899.9971,,-6.379804516
2453720.738,60293.827,1.084,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405014352,0.000431127,7.584102046,0.002511891,168.9,240.0009,,20.19955653
2453759.697,60291.987,1.033,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404366458,0.000253851,7.590619089,0.001509102,287.8,900.0024,,3.481283938
2453809.632,60294.766,0.859,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406737539,0.000350252,7.587689716,0.000354516,207.1,450.0003,,-18.74519511
2453809.637,60295.273,0.851,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407257135,0.000338267,7.588361845,0.000719497,216.9,449.9995,,-18.76057218
2454082.832,60294.367,1.055,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404201758,0.000331725,7.5900389,0.003730059,219.2,719.9996,,21.03202481
2454117.72,60294.702,1.077,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.406415406,0.000418292,7.590649828,0.000870711,177.7,450.0007,,6.920627997
2454117.725,60295.706,1.071,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.407121296,0.000403623,7.590898067,0.002487933,185.3,449.9997,,6.903058282
2454136.712,60292.025,0.611,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.401367422,0.000349095,7.589763098,0.003244124,212.1,450.0006,,-2.324045017
2454136.718,60290.745,0.627,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.401420543,0.000376168,7.59140449,0.002476073,196.2,449.9992,,-2.341028064
2454194.574,60293.832,1.058,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405879703,0.000342678,7.590833066,0.001080857,213.6,419.996,,-24.2618843
2454194.579,60294.474,1.067,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404926295,0.000369865,7.593413072,0.001952592,197.4,419.9982,,-24.27544521
2455286.537,60293.345,1.061,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.405466192,0.000370701,7.594211388,-0.000322477,204.9,900.0075,,-23.2959648
2455287.542,60295.614,0.685,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.401433575,0.000313659,7.597843261,0.001681423,236.1,900.0004,,-23.5532152
2455293.59,60296.065,0.559,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.40359814,0.000256719,7.600438424,0.001854375,290.7,900.0065,,-24.99126168
2455301.507,60294.289,0.714,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.400539635,0.000311654,7.598314029,0.002474927,242.0,900.0072,,-26.115814
2455322.495,60294.788,0.687,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.401869579,0.0003117,7.603386767,0.002584081,231.7,900.0058,,-27.18212062
2455338.499,60296.948,0.902,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.403363214,0.000375256,7.593922207,0.002373363,195.0,900.0061,,-25.72302169
2455342.496,60293.806,1.042,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.404425635,0.000279445,7.600514213,0.002653028,268.6,900.0059,,-25.050224
2455929.779,60294.277,1.05,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.40045034,0.000338929,7.603385549,0.002006887,227.5,900.0056,,13.24682072
2455931.791,60293.485,1.045,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.400631466,0.000289808,7.606129273,0.00441255,262.4,900.0054,,12.33845552
2455932.789,60292.231,0.773,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.401658514,0.000276055,7.60060602,0.00120136,279.9,900.0057,,11.899831
2455955.786,60291.298,0.579,"La Silla Observatory, Chile",HD71479,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.402224436,0.000260128,7.600583671,0.000176268,293.3,900.0057,,0.998203195
