Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2452942.722,-4.649,2.365,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.431503639,0.001826136,6.908094054,-0.020353203,40.1,132.2958,,-11.32907515
2453006.568,-5.039,1.953,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.433217291,0.001525639,6.928926865,-0.021951307,49.2,299.9908,,-19.40221371
2453950.952,-6.605,1.341,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.434276515,0.000975484,6.928615601,-0.017944304,77.8,240.0003,,14.48651532
2455490.852,-9.015,1.759,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425951252,0.001314652,6.933214552,-0.018593619,59.6,200.5009,,-8.975699586
2455877.649,0.809,1.548,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.437769376,0.001233572,6.947063825,-0.016328275,64.5,802.1053,,-14.50396366
2456233.665,10.658,1.316,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.435993564,0.000935871,6.952262941,-0.018704713,84.0,319.4656,,-12.20802058
2456261.697,-4.28,2.241,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.433615626,0.001705756,6.936177146,-0.012272645,46.7,319.4605,,-18.11478308
2456282.542,2.648,1.778,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.432502101,0.001453136,6.939854862,-0.020887871,55.4,281.4508,,-19.53921179
2456504.911,-8.677,4.53,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.4411299,0.003685289,6.936632196,-0.001319177,23.9,700.001,,15.15827324
2456555.857,-4.565,1.639,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.436748803,0.001187847,6.962305561,-0.011434411,66.3,900.0001,,1.008176795
2456580.717,5.45,4.818,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.435364221,0.003855254,6.95885836,-0.057586263,22.8,360.0018,,-6.935181931
2456679.576,-5.289,2.179,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.434056862,0.001776184,6.970099492,-0.017501816,47.2,120.0004,,-17.16147051
2456858.947,9.063,1.312,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.442789281,0.000994326,6.981862677,-0.01259842,80.0,300.001,,16.99979548
2457369.696,9.345,4.292,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.448509255,0.004590093,7.017275533,0.015088574,20.0,562.6783,,-19.40992399
2457735.64,5.98,1.251,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.432841244,0.001141789,6.979792578,-0.005518632,70.5,179.9983,,-19.37029704
2458034.814,-7.078,1.171,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.43840528,0.000979305,6.961506723,0.004046451,81.9,790.7683,,-4.872649918
2458068.732,2.954,1.876,La Silla Observatory,HD10895,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.435030198,0.001852187,6.981030391,-0.004504974,45.4,119.9982,,-14.54854138
