Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453228.913,8332.834,3.168,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.493914422,0.002369089,8.276265929,0.012850856,34.1,899.9767,,4.504437227
2453228.928,9507.213,3.072,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.491740176,0.002295365,8.156540751,-0.008153823,35.1,899.9766,,4.48112788
2453230.794,8321.065,1.552,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.493725183,0.001122141,8.258106698,-0.002112833,70.2,899.9946,,3.976571187
2453230.806,9525.092,1.581,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.481700378,0.001160547,8.199486158,-0.002881435,67.5,899.9952,,3.95154768
2453668.723,8290.972,3.61,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.499317834,0.002929488,8.206257509,0.054952468,28.4,252.401,,-20.29788173
2453668.73,9540.644,2.772,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.494275023,0.00221494,8.158100308,-0.005335682,36.5,498.4002,,-20.30622712
2453671.671,8290.134,3.341,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.49211392,0.002728352,8.150249225,0.019356064,30.7,252.8008,,-20.80109606
2453671.675,8282.13,2.926,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.481943036,0.002385023,8.151687314,0.029397335,34.8,252.8012,,-20.80862409
2453671.683,9481.419,2.877,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.484933891,0.002386267,8.062625876,0.047797065,35.0,252.8011,,-20.82046364
2453674.652,8296.904,2.496,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.485987854,0.001988342,8.174795945,0.014793554,40.7,252.4011,,-21.29779142
2453674.656,9524.697,2.432,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.478631153,0.001929135,8.084274057,-0.007721389,41.5,252.4014,,-21.30437469
2453722.532,8330.155,2.036,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.475833474,0.001666336,8.071883918,-0.027095546,48.5,300.0017,,-21.19248098
2453722.536,9525.088,2.107,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.484519892,0.001726038,8.163372133,0.02427048,47.1,300.002,,-21.19792846
2453725.528,8301.317,1.952,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.489464038,0.001600771,8.181425803,0.022957586,50.9,300.0019,,-20.67102709
2453725.533,9548.845,1.927,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.478996973,0.001569479,8.074074104,-0.03591923,51.3,300.0019,,-20.67732996
2453727.536,8335.495,2.176,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.49048347,0.001768156,8.194853816,0.013544581,45.8,300.0016,,-20.30359224
2453727.541,9534.97,2.159,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.488890399,0.001743219,8.220056336,0.011817485,46.5,300.0028,,-20.30899008
2453728.534,8314.678,1.875,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.489297695,0.001539547,8.211488598,0.003442831,52.9,300.0013,,-20.10277249
2453728.539,9492.931,2.396,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.489008757,0.001982331,8.129255321,0.036896027,41.6,300.0014,,-20.10817579
2453729.544,8274.65,1.757,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.482677163,0.001517588,8.179365299,0.048720073,52.8,300.0004,,-19.90912237
2453729.549,9517.527,1.843,"La Silla Observatory, Chile",HD221550,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.48966482,0.00158119,8.108617612,-0.003930892,50.8,300.0015,,-19.91351866
