Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453358.713,3.325,2.81,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.446321989,0.001770047,13.40915287,-0.022934727,44.6,101.3826,,-11.04175653
2453359.677,18.671,3.853,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454455836,0.002371745,13.55541438,-0.069714497,34.5,100.8761,,-11.42843755
2453360.679,-15.147,3.219,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.446677295,0.00191581,13.41777292,0.041014553,40.9,101.4023,,-11.92186569
2453361.681,-19.355,3.361,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.440743021,0.001965616,13.42015601,0.007867219,39.9,101.4024,,-12.41184613
2453362.539,5.535,2.759,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.440129269,0.001560771,13.4246388,0.017573812,48.6,101.3964,,-12.48160719
2453362.663,-1.684,2.575,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45100178,0.001537478,13.4007155,0.029907718,50.9,101.3966,,-12.8378374
2453362.741,34.626,3.611,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453156543,0.001998561,13.34058547,0.000696938,38.5,101.402,,-13.04872109
2453363.544,6.414,2.896,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.445309641,0.001650349,13.62718251,0.007654808,46.5,100.9014,,-12.96884088
2453363.72,-11.957,3.282,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.448093668,0.001864969,13.52910503,0.055343758,41.5,101.4016,,-13.47075222
2453364.564,28.555,2.145,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.450794374,0.001256242,13.42757754,-0.062002729,61.1,101.3957,,-13.49463759
2453364.736,65.38,3.33,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.455277479,0.001862083,13.46125949,-0.105645777,41.1,101.3955,,-13.97908228
2453365.578,-14.047,2.075,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.457409292,0.001207016,13.58184242,0.022698689,63.7,101.3964,,-14.00245803
2453365.743,-60.515,2.444,La Silla Observatory,HD27947,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.455536171,0.001326748,13.58542908,0.054343915,56.7,101.4009,,-14.46119445
