Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2456042.746,85.698,0.941,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.420482697,0.000332654,6.850319861,-0.031653438,227.4,899.9939,,17.94358205
2456046.865,74.669,0.949,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.42116644,0.000348325,6.847637356,-0.030264903,218.0,900.0001,,16.19585159
2456047.901,68.927,0.781,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.42095688,0.00031256,6.844597721,-0.030474209,243.8,899.994,,15.74412525
2456048.894,67.161,0.804,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.422852419,0.00027244,6.844664507,-0.031458457,282.7,899.9997,,15.36816982
2456164.576,-178.227,0.991,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423915872,0.000424362,6.853403832,-0.031044032,178.1,900.0001,,-26.67927617
2456165.557,-182.976,0.922,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423519601,0.00035334,6.849838276,-0.02881818,215.4,900.0004,,-26.75221173
2457226.66,-14.667,0.675,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.424990193,0.000290764,6.871685164,-0.016996247,266.2,899.9983,,-19.22044953
2457227.663,-13.841,0.54,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.421624703,0.000246373,6.871867402,-0.016148653,317.1,899.9984,,-19.55146372
2457228.646,-12.971,0.563,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425181438,0.000305211,6.871353825,-0.017015136,253.9,899.9983,,-19.84030925
2457232.614,-14.553,1.029,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.426489301,0.000565417,6.873889665,-0.015736891,137.4,899.9983,,-21.00415787
2457283.522,-17.005,0.742,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.425432832,0.000431775,6.870915779,-0.016461545,178.3,899.9983,,-27.06181797
2457284.522,-14.483,0.982,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.423850749,0.000435347,6.869165328,-0.015455232,179.1,899.9984,,-26.98333107
2457507.87,-5.696,1.036,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.424750256,0.000272446,6.895148156,-0.01259275,284.9,899.9983,,16.19874595
2457809.818,42.749,0.48,La Silla Observatory,HD150248,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414620332,0.000289687,6.866727495,-0.016444146,273.5,899.9982,,27.57193749
