Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2452984.743,-12.925,0.818,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.451898675,0.000719327,6.74900676,-0.032831186,103.2,656.2959,,8.836905908
2452999.827,-14.856,0.882,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454122863,0.000862975,6.758712638,-0.030166784,90.6,632.7956,,7.561598206
2453002.744,-15.236,0.731,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453330619,0.000663937,6.752937367,-0.028368906,113.9,638.0954,,7.392001807
2453031.698,-15.764,0.679,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454732152,0.000468239,6.750090139,-0.032902095,163.4,899.9955,,3.674669562
2453052.572,-10.744,1.016,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.452553292,0.000806272,6.754770868,-0.035870628,93.2,687.2964,,0.506442501
2453062.595,-9.577,1.407,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.447561765,0.00128738,6.748323316,-0.03599309,59.5,899.9956,,-1.177748053
2453789.646,-6.991,1.026,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.454324279,0.000519304,6.758660907,-0.03284649,144.4,900.0018,,-0.678173951
2453830.589,6.571,0.793,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.448333563,0.000393917,6.757371327,-0.039763402,188.5,899.9987,,-6.529427394
2453863.49,14.984,0.934,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45286032,0.000384762,6.765632666,-0.030098026,198.1,899.9988,,-8.932332136
2453866.506,15.782,0.978,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.452785729,0.000438895,6.771750771,-0.026458029,173.6,900.0023,,-9.048136376
2454047.851,-9.48,1.05,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.452385186,0.000566337,6.76388586,-0.029926466,133.4,891.8008,,9.03817329
2454049.855,-10.107,0.991,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.452075123,0.000498489,6.752755725,-0.031498513,151.0,891.802,,9.096839121
2454051.86,-11.437,0.979,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45295658,0.00052557,6.753005361,-0.031857103,144.8,891.7989,,9.143161847
2454053.866,-12.86,0.797,La Silla Observatory,HD63765,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.452943361,0.000353824,6.753716999,-0.032680606,215.3,887.0012,,9.178168065
