Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisector,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453078.60419,25118.00,33.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453079.64235,25161.00,33.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453080.65957,25224.00,48.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453081.59492,25112.00,67.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453082.71279,25041.00,30.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453083.66468,25184.00,42.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453084.65149,25233.00,24.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453085.60720,25159.00,27.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2004 (A&A, 426, L15)",UVES,Thorium Argon,Wright,,,,,,,,
2453078.60420,25111.00,45.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
2453079.64235,25163.00,46.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
2453080.65958,25220.00,69.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
2453081.59492,25106.00,91.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
2453082.71280,25029.00,42.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
2453083.66469,25175.00,56.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
2453084.65149,25219.00,33.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
2453085.60721,25149.00,37.00,"Paranal Observatory, Chile",OGLE-TR-111,BJD,"Pont et al. 2005 (A&A, 438, 1123)",FLAMES,Thorium,Wright,,,,,,,,
