Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453033.829,-2509.714,1.184,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.435985305,0.000681605,6.508810599,-0.029110691,108.5,900.0006,,22.84775413
2453036.86,-2508.188,1.108,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.437066458,0.000765451,6.509518416,-0.026768795,97.6,899.996,,22.47042114
2453490.625,-2108.996,3.065,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429289094,0.002247214,6.519056964,-0.019066697,33.9,283.1811,,-5.129517825
2453492.574,-2106.053,1.561,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.432339313,0.001079799,6.515095225,-0.032330958,68.5,295.1832,,-5.785410705
2453574.461,-2016.53,1.263,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.42877852,0.000759212,6.518855575,-0.034785042,94.7,899.9995,,-22.69155277
2453576.472,-2012.651,1.941,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.432693765,0.001342772,6.513353359,-0.028326503,55.1,196.7989,,-22.65046446
2453578.521,-2012.379,2.042,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.429586325,0.001446123,6.512413962,-0.043456991,51.9,196.8015,,-22.62443768
2453784.749,-1765.064,1.148,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.434810791,0.000706427,6.51850809,-0.03355143,105.1,900.0015,,19.67438379
2454139.842,-1300.627,1.184,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.437532343,0.000808563,6.527641334,-0.034007763,94.1,449.9999,,21.50996107
2454143.824,-1292.937,0.888,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.43766731,0.000621438,6.526380183,-0.0358399,121.3,899.9986,,20.84514747
2454485.797,-843.024,1.17,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.451899676,0.000643143,6.5555028,-0.028607356,120.0,900.0,,23.46945922
2454610.674,-705.405,1.503,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.438778291,0.000956748,6.542948196,-0.025936153,79.4,900.0,,-13.73279347
2455295.632,-81.462,1.204,La Silla Observatory,HIP60051,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.431143988,0.000747624,6.530924386,-0.037426497,102.6,899.9987,,3.247214872
