Time,RV,Uncertainty,Observatory_Site,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2455850.692,12470.556,1.001,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.45599434,0.000358037,8.139484137,-0.018428311,225.0,900.0059,,-8.51393178
2455851.686,12439.15,0.835,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.455992862,0.000290488,8.200624425,0.020563637,279.2,900.0057,,-8.987986029
2455852.679,12395.38,0.935,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.448321918,0.000431227,8.143447722,0.051840457,185.3,900.0056,,-9.458279338
2456164.826,12455.591,1.101,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.449443313,0.000411505,8.171975638,-0.009207888,194.9,900.0001,,15.89116801
2456165.804,12412.456,1.05,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.451983473,0.000441809,8.1587143,0.039247214,179.7,900.0004,,15.53922844
2456165.817,12412.495,1.03,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.452641771,0.000408143,8.156794263,0.038280902,195.6,900.0003,,15.50006244
2456298.526,12443.857,1.019,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.448406336,0.000602606,8.137434969,0.007291889,130.2,900.0007,,-29.5984765
2456300.539,12467.042,0.67,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.453071111,0.000341796,8.113807836,-0.001733121,232.9,900.0012,,-29.45551878
2456485.895,12452.085,0.845,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.462738586,0.000325316,8.233569735,0.020028526,250.3,900.0006,,28.06102365
2456486.856,12421.636,0.706,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.46520256,0.000295052,8.179436332,0.045992007,273.3,899.9997,,28.03550992
2456487.848,12456.308,0.675,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.463400886,0.000301726,8.148998946,0.005126679,267.6,900.0003,,27.92155613
2456488.888,12478.38,0.714,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.46508252,0.000345284,8.187430569,-0.004979785,234.2,900.0001,,27.67493486
2456489.861,12447.231,0.719,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.460915816,0.000353421,8.223624945,0.01647671,227.0,900.0007,,27.59521902
2456490.854,12424.008,0.655,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.459436915,0.000344017,8.17294792,0.038090934,235.8,900.0017,,27.45597875
2456557.742,12492.838,1.189,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.461674442,0.000853778,8.216624524,-0.013876542,94.8,900.001,,3.215358874
2456558.751,12439.485,0.726,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.462876963,0.000322552,8.240600964,0.039616222,253.6,899.9935,,2.687548918
2456559.768,12413.722,0.748,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.46325324,0.000319434,8.167482415,0.050059882,257.6,900.0003,,2.134590553
2456560.757,12422.491,0.649,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.455392975,0.000266368,8.152129105,0.025886895,303.7,899.9993,,1.664200652
2456852.867,12447.224,0.961,"La Silla Observatory, Chile",HD3821,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.461124349,0.000529916,8.17803926,0.020672203,153.9,900.0014,,27.89425679
