Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2453314.686,-23.288,1.212,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.441236795,0.000470473,10.58479854,0.016135056,157.0,120.0001,,-20.33413024
2453320.628,43.789,1.181,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.442437565,0.00048084,10.66330107,-0.012818743,157.0,120.0001,,-22.36225951
2453332.559,-6.835,0.985,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.442463948,0.000330941,10.58788561,0.019604095,229.8,899.9817,,-25.77381693
2453366.606,36.804,1.363,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.437426981,0.000556859,10.60997181,-0.025306131,129.9,119.9953,,-29.63588177
2453373.581,15.702,1.616,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.432944301,0.000744508,10.51764682,-0.021062062,97.6,119.982,,-29.08865825
2453379.539,-13.818,0.942,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.44108306,0.000182612,10.59956512,0.019455365,408.0,899.9809,,-28.2426159
2453407.508,-26.973,1.837,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.436878231,0.00084314,10.53339376,-0.003760604,85.5,119.982,,-20.61723818
2453600.79,7.432,2.076,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.437962337,0.001087775,10.49999099,-0.049763292,71.4,120.0025,,16.16514504
2453624.75,-24.69,1.665,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.440808123,0.000803765,10.52164749,0.004329553,93.9,120.0026,,5.419665989
2453636.825,-16.693,2.157,La Silla Observatory,GJ9012,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.442549229,0.000954381,10.51106973,-0.015733179,79.7,120.0018,,-0.716645511
