Time,RV,Uncertainty,Observatory_Name,Star_Name,Time_Convention,Reference,Instrument,Wavelength_Calibration_Technique,Source,Halpha_Index,Halpha_Index_Error,Full_Width_Half_Maximum,Bisetor,Signal_to_noise_ratio_in_order_55,Exposure_Time,Airmass,Barycentric_Earth_Radial_Velocity
2454963.521,-2.568,0.976,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415270818,0.00038086,7.014673506,-0.025231417,195.2,3600.0,,-9.983851661
2455983.838,0.339,0.991,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.41709674,0.000846405,7.020124186,-0.027409822,95.6,1149.9937,,22.4917838
2455984.822,-0.657,1.212,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.416738161,0.000997641,7.020010149,-0.024395354,79.4,1149.9998,,22.21742853
2455985.813,-1.512,1.203,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.416666822,0.000922329,7.022100629,-0.027122943,85.1,1149.9997,,21.91926212
2455986.824,-1.911,1.152,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.417793401,0.000937433,7.026817905,-0.032157593,84.9,1149.9939,,21.562536
2456042.603,0.841,1.47,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.412570374,0.000955586,7.024405834,-0.021889036,79.4,1150.0057,,-2.442354627
2456047.645,-6.465,1.294,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414731061,0.000898506,7.017778046,-0.027885221,85.5,1150.0,,-4.937170429
2456048.756,-2.609,1.169,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413397492,0.000755645,7.022796983,-0.027189812,102.4,1149.9996,,-5.686193189
2456299.892,379.767,1.668,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.420830124,0.000698593,8.206105722,0.849955829,107.5,1150.0012,,28.00077551
2456300.771,-6.871,1.428,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413335187,0.001040465,7.019603594,-0.027572143,73.9,1150.0012,,28.27871877
2456301.81,-6.546,1.241,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.412682597,0.000888938,7.020336343,-0.022252708,86.7,1150.001,,28.32437581
2456375.774,-6.115,0.932,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.417172507,0.000757952,7.018373822,-0.028935277,104.7,1150.0011,,12.37576663
2456376.786,-6.874,1.012,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415589859,0.000812943,7.021338352,-0.023745295,97.1,1150.0007,,11.90023464
2456377.741,-6.68,1.12,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414308608,0.000834775,7.016517984,-0.031189591,92.4,1150.001,,11.57383019
2456378.729,-8.667,1.003,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415779482,0.000742615,7.022382013,-0.03158593,103.3,1150.0007,,11.15652004
2456379.757,-5.08,0.913,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415976542,0.000718312,7.022470527,-0.02440824,109.4,1150.0007,,10.6286705
2456380.76,-6.635,0.909,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415589358,0.000714148,7.019300489,-0.025242507,112.1,1150.0009,,10.16677118
2456381.758,-7.234,0.842,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.415407662,0.000654698,7.022886384,-0.026316246,119.4,1150.0009,,9.715140304
2456484.539,-3.727,1.225,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413233427,0.000800887,7.032391524,-0.026226011,95.9,1149.9999,,-27.33177936
2456485.542,-3.834,1.232,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413403259,0.000857479,7.028342154,-0.029213371,90.3,1150.0008,,-27.41984514
2456486.53,-6.539,0.916,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414978738,0.000590472,7.021811483,-0.025812999,131.3,1150.0,,-27.47262975
2456487.55,-6.434,0.921,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.417210579,0.000646618,7.020601,-0.024803973,120.7,1150.0003,,-27.57614779
2456488.52,-7.218,0.924,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.417018648,0.000681354,7.020305239,-0.028691572,114.7,1150.0,,-27.57767323
2456490.56,-5.09,0.976,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.417841145,0.000712864,7.024372181,-0.02475707,108.3,1150.001,,-27.7422081
2456708.794,-5.787,1.094,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.418747111,0.000769412,7.026115854,-0.024949689,99.4,1150.0005,,24.19035745
2456709.816,-5.489,1.35,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.409962719,0.001069124,7.024038345,-0.027013646,73.2,1150.0023,,23.86692779
2456710.814,-8.602,1.263,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.417035112,0.000969067,7.02781309,-0.031969635,80.3,1150.001,,23.59350124
2456711.786,-6.81,1.261,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.414979502,0.000964405,7.025395273,-0.027961563,80.3,1150.0003,,23.37481868
2456851.565,-4.867,1.472,La Silla Observatory,HD115169,BJD,"Trifonov et al. (A&A 636, A74 (2020))",HARPS,ThAr,Trifonov,0.413564227,0.00109929,7.026911009,-0.031200705,70.5,1150.0006,,-27.49776054
